Unnamed: 0.1,Unnamed: 0,text,author,year,book,title,source,confiance,nb_like,page,url,text_tok,nb_char,nb_lines,haiku,sonnet,vo,quote_react,all_search
6.0,6,"Sous l'averse   
Il a la goutte au nez   
L'épouvantail.", Issa,,,nan,babelio,,157.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,sous l averse il a la goutte au nez l epouvantail,56,3,True,False,nan,🦎,"sous l averse il a la goutte au nez l epouvantailSous l'averse   
Il a la goutte au nez   
L'épouvantail.issanannan🦎"
8.0,8,"Solitude hivernale  
ce soir écoutant  
la pluie dans la montagne.", Issa,,,nan,babelio,,156.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,solitude hivernale ce soir ecoutant la pluie dans la montagne,66,3,True,False,nan,🦋,"solitude hivernale ce soir ecoutant la pluie dans la montagneSolitude hivernale  
ce soir écoutant  
la pluie dans la montagne.issanannan🦋"
15.0,15,"Ce chemin   
Seule la pénombre d'automne  
L'emprunte encore.",Bashô Matsuo,,,nan,babelio,,150.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,ce chemin seule la penombre d automne l emprunte encore,61,3,True,False,nan,🦋,"ce chemin seule la penombre d automne l emprunte encoreCe chemin   
Seule la pénombre d'automne  
L'emprunte encore.basho matsuonannan🦋"
18.0,18,"Les cerisiers en fleurs au crépuscule  
ceux qui ont une maison  
se pressent de rentrer.", Issa,,,nan,babelio,,140.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,les cerisiers en fleurs au crepuscule ceux qui ont une maison se pressent de rentrer,89,3,True,False,nan,🦋,"les cerisiers en fleurs au crepuscule ceux qui ont une maison se pressent de rentrerLes cerisiers en fleurs au crépuscule  
ceux qui ont une maison  
se pressent de rentrer.issanannan🦋"
24.0,24,"Seul  
Prenant mon repas   
Le vent d'automne.", Issa,,,nan,babelio,,138.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,seul prenant mon repas le vent d automne,46,3,True,False,nan,🦎,"seul prenant mon repas le vent d automneSeul  
Prenant mon repas   
Le vent d'automne.issanannan🦎"
32.0,32,"Un coquelicot à la main   
Je traverse   
La foule.", Issa,,,nan,babelio,,135.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,un coquelicot a la main je traverse la foule,51,3,True,False,nan,🦎,"un coquelicot a la main je traverse la fouleUn coquelicot à la main   
Je traverse   
La foule.issanannan🦎"
35.0,35,"Tuant une mouche  
j'ai blessé  
une fleur.", Issa,,,nan,babelio,,134.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,tuant une mouche j ai blesse une fleur,43,3,True,False,nan,🦎,"tuant une mouche j ai blesse une fleurTuant une mouche  
j'ai blessé  
une fleur.issanannan🦎"
42.0,42,"Ce couchant d'automne  
On dirait  
Le Pays des ombres.",Bashô Matsuo,,L'intégrale des haïkus : Edition bilingue français-japonais,nan,babelio,,131.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,ce couchant d automne on dirait le pays des ombres,55,3,True,False,nan,🌚,"ce couchant d automne on dirait le pays des ombresCe couchant d'automne  
On dirait  
Le Pays des ombres.basho matsuol integrale des haikus edition bilingue francais japonaisnan🌚"
56.0,56,"Les hommes meurent  
Les hommes vivent  
Passent les oies sauvages.",Natsume Soseki,,,nan,babelio,,131.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,les hommes meurent les hommes vivent passent les oies sauvages,67,3,True,False,nan,🦎🎶,"les hommes meurent les hommes vivent passent les oies sauvagesLes hommes meurent  
Les hommes vivent  
Passent les oies sauvages.natsume sosekinannan🦎🎶"
45.0,45,"De quel arbre en fleur?  
Je ne sais -  
Mais quel parfum!",Bashô Matsuo,,L'intégrale des haïkus : Edition bilingue français-japonais,nan,babelio,,130.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,de quel arbre en fleur je ne sais mais quel parfum,58,3,True,False,nan,🦋,"de quel arbre en fleur je ne sais mais quel parfumDe quel arbre en fleur?  
Je ne sais -  
Mais quel parfum!basho matsuol integrale des haikus edition bilingue francais japonaisnan🦋"
48.0,48,"Ne possédant rien  
    Comme mon coeur est léger  
    Comme l'air est frais.", Issa,,,nan,babelio,,128.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,ne possedant rien comme mon coeur est leger comme l air est frais,78,3,True,False,nan,🎶,"ne possedant rien comme mon coeur est leger comme l air est fraisNe possédant rien  
    Comme mon coeur est léger  
    Comme l'air est frais.issanannan🎶"
45.0,45,"Couvert de papillons  
L'arbre mort  
Est en fleurs !", Issa,,,nan,babelio,,128.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,couvert de papillons l arbre mort est en fleurs,53,3,True,False,nan,🦎,"couvert de papillons l arbre mort est en fleursCouvert de papillons  
L'arbre mort  
Est en fleurs !issanannan🦎"
46.0,46,"Prépare-toi à la mort  
Prépare-toi  
Bruissent les cerisiers en fleurs.", Issa,,,nan,babelio,,128.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,prepare toi a la mort prepare toi bruissent les cerisiers en fleurs,72,3,True,False,nan,🦋,"prepare toi a la mort prepare toi bruissent les cerisiers en fleursPrépare-toi à la mort  
Prépare-toi  
Bruissent les cerisiers en fleurs.issanannan🦋"
81.0,81,"Les fleurs de quel arbre -  
impossible de savoir  
mais un tel parfum !",Bashô Matsuo,,Cent onze haiku,nan,babelio,,122.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,les fleurs de quel arbre impossible de savoir mais un tel parfum,72,3,True,False,nan,🍄,"les fleurs de quel arbre impossible de savoir mais un tel parfumLes fleurs de quel arbre -  
impossible de savoir  
mais un tel parfum !basho matsuocent onze haikunan🍄"
93.0,93,"La première neige  
et le pont presque achevé  
en est recouvert.",Bashô Matsuo,,Cent onze haiku,nan,babelio,,121.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,la premiere neige et le pont presque acheve en est recouvert,65,3,True,False,nan,🍄,"la premiere neige et le pont presque acheve en est recouvertLa première neige  
et le pont presque achevé  
en est recouvert.basho matsuocent onze haikunan🍄"
0.0,0,"Sur la cloche du temple  
S'est posé un papillon  
Qui dort tranquille.",Buson Yosa,,,nan,babelio,,120.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,sur la cloche du temple s est pose un papillon qui dort tranquille,71,3,True,False,nan,🦋,"sur la cloche du temple s est pose un papillon qui dort tranquilleSur la cloche du temple  
S'est posé un papillon  
Qui dort tranquille.buson yosanannan🦋"
70.0,70,"Rien qui m'appartienne-  
              sinon la paix du coeur  
              et la fraîcheur de l'air.", Issa,,,nan,babelio,,116.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,rien qui m appartienne sinon la paix du coeur et la fraicheur de l air,104,3,True,False,nan,🦋,"rien qui m appartienne sinon la paix du coeur et la fraicheur de l airRien qui m'appartienne-  
              sinon la paix du coeur  
              et la fraîcheur de l'air.issanannan🦋"
188.0,188,"Tous deux nous la vîmes  
Cette année, est-ce la même  
La neige qui tombe.",Bashô Matsuo,,Cent onze haiku,nan,babelio,,110.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,tous deux nous la vimes cette annee est ce la meme la neige qui tombe,75,3,True,False,nan,🦋,"tous deux nous la vimes cette annee est ce la meme la neige qui tombeTous deux nous la vîmes  
Cette année, est-ce la même  
La neige qui tombe.basho matsuocent onze haikunan🦋"
101.0,101,"Ce monde de rosée  
est un monde de rosée  
et pourtant pourtant.", Issa,,Ora ga haru : Mon année de printemps,nan,babelio,,108.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,ce monde de rosee est un monde de rosee et pourtant pourtant,65,3,True,False,nan,🦋,"ce monde de rosee est un monde de rosee et pourtant pourtantCe monde de rosée  
est un monde de rosée  
et pourtant pourtant.issaora ga haru mon annee de printempsnan🦋"
105.0,105,"Envolée   
   la première luciole  
   du vent dans ma main!", Issa,,,nan,babelio,,107.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,envolee la premiere luciole du vent dans ma main,60,3,True,False,nan,🎶,"envolee la premiere luciole du vent dans ma mainEnvolée   
   la première luciole  
   du vent dans ma main!issanannan🎶"
243.0,243,"N'oublie jamais  
La saveur solitaire  
Des rosées blanches.",Bashô Matsuo,,Cent-cinq Haïkaï,nan,babelio,,105.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,n oublie jamais la saveur solitaire des rosees blanches,60,3,True,False,nan,🎶,"n oublie jamais la saveur solitaire des rosees blanchesN'oublie jamais  
La saveur solitaire  
Des rosées blanches.basho matsuocent cinq haikainan🎶"
48.0,48,"Le printemps qui s'éloigne  
hésite  
parmi les derniers cerisiers.",Buson Yosa,,Haiku,nan,babelio,,105.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,le printemps qui s eloigne hesite parmi les derniers cerisiers,67,3,True,False,nan,🦋,"le printemps qui s eloigne hesite parmi les derniers cerisiersLe printemps qui s'éloigne  
hésite  
parmi les derniers cerisiers.buson yosahaikunan🦋"
231.0,231,"Bambous sous la neige -  
un parent survivant à son enfant,  
quel monde à l'envers!",Bashô Matsuo,,Seigneur ermite - Intégrale,nan,babelio,,105.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,bambous sous la neige un parent survivant a son enfant quel monde a l envers,84,3,True,False,nan,🦋,"bambous sous la neige un parent survivant a son enfant quel monde a l enversBambous sous la neige -  
un parent survivant à son enfant,  
quel monde à l'envers!basho matsuoseigneur ermite integralenan🦋"
26.0,26,"Toute la journée  
Sans un mot   
Le bruit des vagues.",Shoichi Taneda,,"Zen, Saké, Haïku",nan,babelio,,103.0,,https://www.babelio.com/auteur/Shoichi-Taneda/191893/citations?a=a&pageN=7,toute la journee sans un mot le bruit des vagues,54,3,True,False,nan,🦋,"toute la journee sans un mot le bruit des vaguesToute la journée  
Sans un mot   
Le bruit des vagues.shoichi tanedazen sake haikunan🦋"
329.0,329,"Devant l'éclair -  
sublime est celui  
qui ne sait rien !",Bashô Matsuo,,Jours de printemps,nan,babelio,,102.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,devant l eclair sublime est celui qui ne sait rien,58,3,True,False,nan,🎶,"devant l eclair sublime est celui qui ne sait rienDevant l'éclair -  
sublime est celui  
qui ne sait rien !basho matsuojours de printempsnan🎶"
166.0,166,"Hirondelles du soir  
et pour moi un lendemain  
sans le moindre but.", Issa,,Haiku,nan,babelio,,101.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,hirondelles du soir et pour moi un lendemain sans le moindre but,69,3,True,False,nan,🦋,"hirondelles du soir et pour moi un lendemain sans le moindre butHirondelles du soir  
et pour moi un lendemain  
sans le moindre but.issahaikunan🦋"
356.0,356,"Nuit brève   
Combien de jours  
Encore à vivre.",Bashô Matsuo,,Cent onze haiku,nan,babelio,,101.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,nuit breve combien de jours encore a vivre,49,3,True,False,nan,🦋,"nuit breve combien de jours encore a vivreNuit brève   
Combien de jours  
Encore à vivre.basho matsuocent onze haikunan🦋"
22.0,22,"Un escargot !  
Une corne courte, l’autre longue -   
Qu’est-ce qui le trouble ?",Yosa Buson,,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-basho-buson-issa-shiki-santoka.php,un escargot une corne courte l autre longue qu est ce qui le trouble,126,3,True,True,nan,🦎,"un escargot une corne courte l autre longue qu est ce qui le troubleUn escargot !  
Une corne courte, l’autre longue -   
Qu’est-ce qui le trouble ?yosa busonnannan🦎"
28.0,28,"Le papillon voletant –  
Je me sens moi-même  
Une créature de poussière.",Kobayashi Issa,,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-basho-buson-issa-shiki-santoka.php,le papillon voletant je me sens moi meme une creature de poussiere,119,3,True,True,nan,🦋,"le papillon voletant je me sens moi meme une creature de poussiereLe papillon voletant –  
Je me sens moi-même  
Une créature de poussière.kobayashi issanannan🦋"
0.0,0,"Le mendiant -  
Il porte le ciel et la terre  
Pour habit d’été.","Takarai Kikaku,",,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-japonais.php,le mendiant il porte le ciel et la terre pour habit d ete,110,3,True,True,nan,🦎,"le mendiant il porte le ciel et la terre pour habit d eteLe mendiant -  
Il porte le ciel et la terre  
Pour habit d’été.takarai kikakunannan🦎"
4.0,4,"Qu'il est digne d'admiration,  
Celui qui, devant l'éclair,  
Ne pense pas : - Que la vie est brève !",Matsuo Bashō,,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-basho-buson-issa-shiki-santoka.php,qu il est digne d admiration celui qui devant l eclair ne pense pas que la vie est breve,147,3,True,True,nan,🦎,"qu il est digne d admiration celui qui devant l eclair ne pense pas que la vie est breveQu'il est digne d'admiration,  
Celui qui, devant l'éclair,  
Ne pense pas : - Que la vie est brève !matsuo bashonannan🦎"
41.0,41,"Le bruit de la vague  
Et celui des galets  
Et celui de la vague.",France Cayouette,,Mon année Haïku,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,le bruit de la vague et celui des galets et celui de la vague,68,3,True,True,nan,🦎,"le bruit de la vague et celui des galets et celui de la vagueLe bruit de la vague  
Et celui des galets  
Et celui de la vague.france cayouettemon annee haikunan🦎"
2.0,2,"Dérive des oiseaux  
Tels des fantômes mazoutés  
Sur une mer d'huile.",Jean-Marc Demabre,,Anthologie du Haïku en France,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,derive des oiseaux tels des fantomes mazoutes sur une mer d huile,72,3,True,True,nan,🦎,"derive des oiseaux tels des fantomes mazoutes sur une mer d huileDérive des oiseaux  
Tels des fantômes mazoutés  
Sur une mer d'huile.jean marc demabreanthologie du haiku en francenan🦎"
,505,"Nuit pluvieuse  
– je mets  
Mon pyjama",Kerouac,,Livre des haïkus,nan,pdf,5.0,100.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,nuit pluvieuse je mets mon pyjama,39,3,True,False,"Rainy night  
— I put on  
My pajamas",🦋,"nuit pluvieuse je mets mon pyjamaNuit pluvieuse  
– je mets  
Mon pyjamakerouaclivre des haikusnan🦋"
5.0,5,"Les feuilles tombent  
Sur les feuilles -  
La pluie tombe sur la pluie.","Katô Gyôdai,",,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-japonais.php,les feuilles tombent sur les feuilles la pluie tombe sur la pluie,118,3,True,True,nan,🦋,"les feuilles tombent sur les feuilles la pluie tombe sur la pluieLes feuilles tombent  
Sur les feuilles -  
La pluie tombe sur la pluie.kato gyodainannan🦋"
25.0,25,"Il n'y a rien   
Dans mes poches   
Rien que mes mains.","Sumitaku Kenshin,",,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-japonais.php,il n y a rien dans mes poches rien que mes mains,101,3,True,True,nan,🦎,"il n y a rien dans mes poches rien que mes mainsIl n'y a rien   
Dans mes poches   
Rien que mes mains.sumitaku kenshinnannan🦎"
44.0,44,"L'hiver s'appronfondit  
Comme s'appronfondit  
L'affection d'un père.","Iida Ryûta,",,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-japonais.php,l hiver s appronfondit comme s appronfondit l affection d un pere,116,3,True,True,nan,🎶,"l hiver s appronfondit comme s appronfondit l affection d un pereL'hiver s'appronfondit  
Comme s'appronfondit  
L'affection d'un père.iida ryutanannan🎶"
7.0,7,"C'est la guerre  
Pourtant   
Les petits oiseaux.",Yves Gerbal,,Anthologie du Haïku en France,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,c est la guerre pourtant les petits oiseaux,51,3,True,True,nan,🦎,"c est la guerre pourtant les petits oiseauxC'est la guerre  
Pourtant   
Les petits oiseaux.yves gerbalanthologie du haiku en francenan🦎"
9.0,9,"Ah ! Avoir raison !  
Je préfère encore de loin  
Regarder la lune.",Vincent Delfosse,,Cent Haïkus pour la paix,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,ah avoir raison je prefere encore de loin regarder la lune,69,3,True,True,nan,🦋,"ah avoir raison je prefere encore de loin regarder la luneAh ! Avoir raison !  
Je préfère encore de loin  
Regarder la lune.vincent delfossecent haikus pour la paixnan🦋"
10.0,10,"Après le combat  
Les deux coqs blessés partagent  
Le jeune maïs.",Roland Halbert,,Cent Haïkus pour la paix,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,apres le combat les deux coqs blesses partagent le jeune mais,68,3,True,True,nan,🦎,"apres le combat les deux coqs blesses partagent le jeune maisAprès le combat  
Les deux coqs blessés partagent  
Le jeune maïs.roland halbertcent haikus pour la paixnan🦎"
18.0,18,"Neige et brouillard -  
Seules les publicités  
Sont en couleur.",Alain Henry,,Eventails de Haïkus,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,neige et brouillard seules les publicites sont en couleur,66,3,True,True,nan,🎶,"neige et brouillard seules les publicites sont en couleurNeige et brouillard -  
Seules les publicités  
Sont en couleur.alain henryeventails de haikusnan🎶"
38.0,38,"Onze septembre -  
Un moineau écrasé  
Sur le rond-point.",Isabel Asunsolo,,Mon année Haïku,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,onze septembre un moineau ecrase sur le rond point,59,3,True,True,nan,🦎,"onze septembre un moineau ecrase sur le rond pointOnze septembre -  
Un moineau écrasé  
Sur le rond-point.isabel asunsolomon annee haikunan🦎"
23.0,23,"Foire aux livres  
Les héros de mon enfance  
Bradés 1 euros.",Patrick Fetu,,Horizon Haïku,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,foire aux livres les heros de mon enfance brades 1 euros,63,3,True,True,nan,🎶,"foire aux livres les heros de mon enfance brades 1 eurosFoire aux livres  
Les héros de mon enfance  
Bradés 1 euros.patrick fetuhorizon haikunan🎶"
,442,"Inutile ! inutile !  
– la pluie lourde s’enfonce  
Dans la mer",Kerouac,,Livre des haïkus,nan,pdf,5.0,100.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,inutile inutile la pluie lourde s enfonce dans la mer,63,3,True,False,"Useless ! Useless !  
— heavy rain driving  
Into the sea",🎶,"inutile inutile la pluie lourde s enfonce dans la merInutile ! inutile !  
– la pluie lourde s’enfonce  
Dans la merkerouaclivre des haikusnan🎶"
42.0,42,"Papillon voltige  
Dans un monde  
Sans espoir.",Kobayashi Issa,,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-basho-buson-issa-shiki-santoka.php,papillon voltige dans un monde sans espoir,93,3,True,True,nan,🎶,"papillon voltige dans un monde sans espoirPapillon voltige  
Dans un monde  
Sans espoir.kobayashi issanannan🎶"
45.0,45,"Elle avait plus  
De cent ans, presque personne  
A son enterrement.",Véronique Dutreix,,Passion Haïku,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/anthologie-haikus-livres.php,elle avait plus de cent ans presque personne a son enterrement,70,3,True,True,nan,🎶,"elle avait plus de cent ans presque personne a son enterrementElle avait plus  
De cent ans, presque personne  
A son enterrement.veronique dutreixpassion haikunan🎶"
,30,"Les gouttes de pluie ont plein  
de personnalité –  
Chacune",Kerouac,,Livre des haïkus,nan,pdf,5.0,100.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,les gouttes de pluie ont plein de personnalite chacune,60,3,True,False,"The raindrops have plenty  
of personality —  
Each one",🦋,"les gouttes de pluie ont plein de personnalite chacuneLes gouttes de pluie ont plein  
de personnalité –  
Chacunekerouaclivre des haikusnan🦋"
,616,"Jour ensoleillé – traces d’oiseau  
& traces de chat  
Dans la neige",Kerouac,,Livre des haïkus,nan,pdf,5.0,100.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,jour ensoleille traces d oiseau traces de chat dans la neige,68,3,True,False,"Sunny day — bird tracks  
& cat tracks  
In the snow",🦎,"jour ensoleille traces d oiseau traces de chat dans la neigeJour ensoleillé – traces d’oiseau  
& traces de chat  
Dans la neigekerouaclivre des haikusnan🦎"
,497,"En écoutant les oiseaux  
et leurs différentes voix, je perds  
Ma perspective de l’Histoire",Kerouac,,Livre des haïkus,nan,pdf,5.0,100.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,en ecoutant les oiseaux et leurs differentes voix je perds ma perspective de l histoire,92,3,True,False,"Listening to birds using  
different voices, losing  
My perspective of History",🔥🎶,"en ecoutant les oiseaux et leurs differentes voix je perds ma perspective de l histoireEn écoutant les oiseaux  
et leurs différentes voix, je perds  
Ma perspective de l’Histoirekerouaclivre des haikusnan🔥🎶"
,548,"Dans un tourbillon de poussière du Mojave  
Albert dit : « Senzeie,  
Était un enfant mongol abandonné ",Kerouac,,Livre des haïkus,nan,pdf,5.0,100.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,dans un tourbillon de poussiere du mojave albert dit senzeie etait un enfant mongol abandonne,103,3,True,False,"In a Mojave dust storm  
Albert said : “Senzeie,  
Was a Mongolian waif”",🔥🎶,"dans un tourbillon de poussiere du mojave albert dit senzeie etait un enfant mongol abandonneDans un tourbillon de poussière du Mojave  
Albert dit : « Senzeie,  
Était un enfant mongol abandonné kerouaclivre des haikusnan🔥🎶"
,87,"Débris sur le lac  
– mon âme  
Est triste",Kerouac,,Livre des haïkus,nan,pdf,5.0,100.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,debris sur le lac mon ame est triste,42,3,True,False,"Debris on the lake  
— my soul  
Is upset",🦋🎶,"debris sur le lac mon ame est tristeDébris sur le lac  
– mon âme  
Est tristekerouaclivre des haikusnan🦋🎶"
36.0,36,"On vieillit -  
Même la longueur du jour  
Est source de larmes.",Kobayashi Issa,,,nan,eternels-eclairs,,100.0,,https://www.eternels-eclairs.fr/haikus-basho-buson-issa-shiki-santoka.php,on vieillit meme la longueur du jour est source de larmes,110,3,True,True,nan,🦋,"on vieillit meme la longueur du jour est source de larmesOn vieillit -  
Même la longueur du jour  
Est source de larmes.kobayashi issanannan🦋"
